,Date,Date,HomeTeam,AwayTeam,Helper,FTHG,FTAG,FTR,HTGS,ATGS,HTGC,ATGC,HTP,ATP,HM1,HM2,HM3,HM4,HM5,AM1,AM2,AM3,AM4,AM5,HomeTeamLP,AwayTeamLP,MW,HTFormPtsStr,ATFormPtsStr,HTFormPts,ATFormPts,HTWinStreak3,HTWinStreak5,HTLossStreak3,HTLossStreak5,ATWinStreak3,ATWinStreak5,ATLossStreak3,ATLossStreak5,HTGD,ATGD,DiffPts,DiffFormPts,DiffLP,B365H,B365D,B365A,IWH,IWD,IWA,LBH,LBD,LBA,WHH,WHD,WHA,#N/A
5624,12/2017,12/2017,Manchester City,Tottenham Hotspur,12/2017 Manchester City Tottenham Hotspur,4,1,H,52,30,11,14,2.722222222,1.722222222,W,W,W,W,W,W,W,D,L,D,3,2,18,WWWWW,WWDLD,15,8,1,1,0,0,0,0,0,0,2.277777778,0.8888888889,1,0.3888888889,1,1.55,4.59,6,1.5,4.2,6.5,1.53,4.25,5.75,1.53,4.5,6,"Manchester City have not beaten Tottenham Hotspur since May 2015, which means Pep Guardiola is yet to defeat Mauricio Pochetinno’s side since taking over. The smart money, though, says Saturday will be the day as City are 18 points better off and flying. If Spurs can worry the home side through pace, though, as Liverpool did in September before Sadio Mané’s sending off, they may have a chance of handing City a first league defeat. Jamie Jackson"
5625,12/2017,12/2017,Stoke City,West Ham United,12/2017 Stoke City West Ham United,0,3,NH,19,14,36,32,0.8888888889,0.7777777778,L,L,W,L,L,D,W,L,L,D,12,11,18,LLWLL,DWLLD,3,5,0,0,0,0,0,0,0,0,-0.9444444444,-1,0.1111111111,-0.1111111111,1,2.29,3.29,3.5,2.2,3.3,3.4,2.2,3.2,3.3,2.3,3.3,3.3,"The league’s most porous defences meet but, as if by magic, West Ham United’s has dramatically improved of late. They have kept two consecutive clean sheets since Joe Hart vanished from the goalmouth. David Moyes will be delighted those blanks took four points from meetings with Chelsea and Arsenal but should also be wary of his side’s confidence growing too rapidly. Stoke City have no such conjuring to call on and fans will fear their record-worst start to a Premier League season rolls on. Could Tony Pulis be on his way back to the Potteries? Graham Searles"
5626,12/2017,12/2017,Watford,Huddersfield,12/2017 Watford Huddersfield,1,4,NH,26,12,29,29,1.222222222,1,L,L,D,L,W,L,W,L,L,L,17,18,18,LLDLW,LWLLL,4,3,0,0,0,0,0,0,1,0,-0.1666666667,-0.9444444444,0.2222222222,0.05555555556,-1,1.8,3.75,5,1.75,3.7,4.7,1.75,3.5,4.75,1.8,3.5,5,#N/A
5627,12/2017,12/2017,Bournemouth,Liverpool,12/2017 Bournemouth Liverpool,0,4,NH,15,34,20,20,0.8888888889,1.722222222,L,D,D,L,D,D,D,W,W,D,9,4,18,LDDLD,DDWWD,3,9,0,0,0,0,0,0,0,0,-0.2777777778,0.7777777778,-0.8333333333,-0.3333333333,5,6.5,4.5,1.53,6.2,4,1.55,6,4.33,1.5,6,4.5,1.53,"For Jürgen Klopp, a trip to Bournemouth is a headache his Liverpool side could probably do without. After stuttering to draws at home to Everton and then West Brom, they now face Eddie Howe’s side, who on home turf have a habit of giving the bigger sides a fright – if not worse – as in this fixture last season when Bournemouth came from 3-1 behind to take victory. Klopp could again make changes – Simon Mignolet may return in goal – while Howe, too, has said he will rotate owing to the hectic festive schedule. Ben Fisher"
5628,12/2017,12/2017,West Brom,Manchester United,12/2017 West Brom Manchester United,1,2,NH,12,37,22,11,0.7777777778,2.111111111,D,L,D,D,D,W,L,W,W,W,10,6,18,DLDDD,WLWWW,4,12,0,0,0,0,1,0,0,0,-0.5555555556,1.444444444,-1.333333333,-0.4444444444,4,6.5,4,1.6,6.2,4,1.55,6,3.7,1.6,6.5,3.8,1.62,"West Brom’s wait for a win has continued under Alan Pardew and will stand at a heady four months if unsuccessful against Manchester United. The vast amount of draws accrued are keeping their heads narrowly above water, just. United have to win to maintain hopes of another league title but the side’s performance may be affected before kick-off should Manchester City beat Tottenham on Saturday. Graham Searles"
5629,12/2017,12/2017,Everton,Swansea City,12/2017 Everton Swansea City,3,1,H,21,9,29,22,1.222222222,0.6666666667,W,D,W,W,L,L,W,L,L,D,7,15,18,WDWWL,LWLLD,10,4,0,0,0,0,0,0,0,0,-0.4444444444,-0.7222222222,0.5555555556,0.3333333333,-8,1.72,3.75,5.5,1.7,3.7,5,1.73,3.4,5.25,1.73,3.6,5.5,"Five games without defeat have elevated Everton’s position and mood under Sam Allardyce and with Yannick Bolasie available for the first time in 12 months, the new manager’s options are improving too. How Paul Clement could do with a similar turnaround. Swansea remain bottom of the table following a lesson by Manchester City, although they are not the only team to suffer that fate this season, and have not won away in the league since August. Their recent home win over West Brom, however, demonstrates there can be no complacency at Goodison Park. Andy Hunter"
5630,12/2017,12/2017,Arsenal,Liverpool,12/2017 Arsenal Liverpool,3,3,NH,31,38,20,20,1.736842105,1.789473684,W,D,D,L,W,W,D,D,W,W,5,4,19,WDDLW,WDDWW,8,11,0,0,0,0,0,0,0,0,0.5789473684,0.9473684211,-0.05263157895,-0.1578947368,1,2.54,3.6,2.79,2.4,3.3,2.95,2.45,3.75,2.75,2.45,3.6,2.8,#N/A
5631,12/2017,12/2017,Brighton,Watford,12/2017 Brighton Watford,1,0,H,14,27,23,33,0.9473684211,1.157894737,D,L,L,L,D,L,L,L,D,L,18,17,19,DLLLD,LLLDL,2,1,0,0,0,0,0,0,0,0,-0.4736842105,-0.3157894737,-0.2105263158,0.05263157895,1,2.62,3.2,3,2.6,3.05,2.9,2.55,3.1,2.87,2.62,3.1,3,"Brighton are in need of a win and this could be a perfect opportunity. Watford’s early lustre under Marco Silva has faded; they have lost four of their past five – seven of their past 10, looking further back – and among today’s long list of absentees is the influential Abdoulaye Doucouré. Chris Hughton must make one change himself, with the centre-back Shane Duffy suspended, and the home side will hope to build on last weekend’s good showing against Burnley in their bid to avoid a harsh winter. Nick Ames"
5632,12/2017,12/2017,Burnley,Tottenham Hotspur,12/2017 Burnley Tottenham Hotspur,0,3,NH,16,31,12,18,1.684210526,1.631578947,D,W,W,L,W,L,W,W,D,L,16,2,19,DWWLW,LWWDL,10,7,0,0,0,0,0,0,0,0,0.2105263158,0.6842105263,0.05263157895,0.1578947368,14,7,4.2,1.55,5.3,3.8,1.65,7,4,1.5,7,3.8,1.57,"Burnley could not have imagined when drawing at Wembley in August that they would be higher in the table than Tottenham when the return fixture came around. The visitors will be anxious to put the 4-1 defeat at Manchester City on their last trip to the north west behind them, while the home side will be missing ever-present James Tarkowski for the next three matches, the defender having picked up a retrospective ban for elbowing Glenn Murray at Brighton. Paul Wilson"
5633,12/2017,12/2017,Everton,Chelsea,12/2017 Everton Chelsea,0,0,NH,24,32,30,14,1.315789474,2,W,W,D,W,W,W,W,L,W,W,7,1,19,WWDWW,WWLWW,13,12,0,0,0,0,0,0,0,0,-0.3157894737,0.9473684211,-0.6842105263,0.05263157895,6,6,3.89,1.66,4.8,3.9,1.7,5.75,3.7,1.61,5.5,3.8,1.67,"The third meeting between the clubs this season sees Antonio Conte facing a third different Everton manager, and a different proposition now that Sam Allardyce is at the helm. Eden Hazard may lead the Chelsea attack with Álvaro Morata suspended after collecting a fifth booking of the campaign in midweek for celebrating his wife’s pregnancy. Everton’s new manager made no apologies for an ultra-defensive display away at Liverpool recently but whether another can be deployed at Goodison Park in a bid to protect his unbeaten start is questionable. Andy Hunter"
5634,12/2017,12/2017,Leicester City,Manchester United,12/2017 Leicester City Manchester United,2,2,NH,27,39,26,12,1.368421053,2.157894737,L,W,W,W,W,W,W,L,W,W,13,6,19,LWWWW,WWLWW,12,12,1,0,0,0,0,0,0,0,0.05263157895,1.421052632,-0.7894736842,0,7,4.5,3.6,1.9,4.4,3.7,1.8,4.2,3.5,1.87,4.33,3.5,1.91,"Two sides eliminated from the League Cup meet with most of United’s players well rested after missing the defeat at Bristol City and a road trip back which arrived at 5am. Leicester had to go to extra time against Manchester City and Claude Puel feels they were unlucky to lose on penalties though the culprits, Jamie Vardy and Riyad Mahrez, only featured for an hour in total. Mark Tallentire"
5635,12/2017,12/2017,Manchester City,Bournemouth,12/2017 Manchester City Bournemouth,4,0,H,56,15,12,24,2.736842105,0.8421052632,W,W,W,W,W,L,L,D,D,L,3,9,19,WWWWW,LLDDL,15,2,1,1,0,0,0,0,0,0,2.315789474,-0.4736842105,1.894736842,0.6842105263,-6,1.12,11,23,1.12,9,20,1.09,11,26,1.1,11,26,"August’s reverse fixture featured Raheem Sterling’s last-gasp winner, the first of Manchester City’s record run of 16 Premier League wins. Now though it would be a major surprise if Bournemouth were able to escape the Etihad Stadium with a draw. City are so supreme at present that, if Eddie Howe’s side do take all three points they will have produced a shock of giant-killing dimension. Jamie Jackson"
5636,12/2017,12/2017,Southampton,Huddersfield,12/2017 Southampton Huddersfield,1,1,NH,17,16,24,30,0.9473684211,1.105263158,L,L,D,D,L,W,L,W,L,L,8,18,19,LLDDL,WLWLL,2,6,0,0,0,0,0,0,0,0,-0.3684210526,-0.7368421053,-0.1578947368,-0.2105263158,-10,1.61,3.89,6.5,1.65,3.8,5.3,1.57,3.75,6.5,1.62,3.75,6.5,#N/A
5637,12/2017,12/2017,Stoke City,West Brom,12/2017 Stoke City West Brom,3,1,H,19,13,39,24,0.8421052632,0.7368421053,L,L,L,W,L,L,D,L,D,D,12,10,19,LLLWL,LDLDD,3,3,0,0,0,0,0,0,0,0,-1.052631579,-0.5789473684,0.1052631579,0,2,2.29,3.25,3.5,2.25,3.35,3.2,2.25,3.1,3.4,2.3,3.1,3.5,Mark Hughes may be confident he will still be in charge if Stoke City lose to West Brom but one thinks the last chance saloon could run dry if the Welshman suffers a fourth successive defeat. Alan Pardew desperately needs a win of his own as the Baggies sit second from bottom showing promise but little end product. Jonny Evans thinking of potential pastures new could provide Stoke with a vital inroad. Graham Searles
5638,12/2017,12/2017,Swansea City,Crystal Palace,12/2017 Swansea City Crystal Palace,1,1,NH,10,15,25,28,0.6315789474,0.8947368421,L,L,W,L,L,W,W,D,D,D,15,14,19,LLWLL,WWDDD,3,9,0,0,0,0,0,0,0,0,-0.7894736842,-0.6842105263,-0.2631578947,-0.3157894737,1,3.29,3.2,2.45,3,3.1,2.5,3.2,3.1,2.35,3.3,3.1,2.4,Leon Britton takes charge as caretaker player-manager against Crystal Palace but will be able to help struggling Swansea only from the dugout owing to a calf injury. A repeat of last year’s epic 5-4 win seems unlikely as the home side have scored just 10 goals in 18 matches – half as many as this time last season – and face Roy Hodgson’s rebuilt Palace rather than Alan Pardew’s derelict defence. Graham Searles
5639,12/2017,12/2017,West Ham United,Newcastle United,12/2017 West Ham United Newcastle United,2,3,NH,17,16,32,27,0.8947368421,0.7894736842,W,D,W,L,L,L,L,L,L,D,11,18,19,WDWLL,LLLLD,7,1,0,0,0,0,0,0,0,0,-0.7894736842,-0.5789473684,0.1052631579,0.3157894737,-7,2.1,3.39,3.89,1.9,3.5,4.1,2.1,3.2,3.7,2.15,3.2,3.8,"West Ham have climbed out of the bottom three after picking up seven points from their past three games and another win against Newcastle United at the London Stadium will bolster the belief they were right to hire David Moyes. They are without the suspended Manuel Lanzini, however, and the Argentinian’s absence will give Newcastle hope of ending their winless run. Jacob Steinberg"
5640,12/2017,12/2017,Bournemouth,West Ham United,12/2017 Bournemouth West Ham United,3,3,NH,15,19,28,35,0.8,0.85,L,L,L,D,D,L,W,D,W,L,9,11,20,LLLDD,LWDWL,2,7,0,0,0,0,0,0,0,0,-0.65,-0.8,-0.05,-0.25,-2,2.79,3.29,2.75,2.6,3.3,2.7,2.7,3.1,2.65,2.8,3.3,2.62,#N/A
5641,12/2017,12/2017,Chelsea,Brighton,12/2017 Chelsea Brighton,2,0,H,32,15,14,23,1.95,1.05,D,W,W,L,W,W,D,L,L,L,1,18,20,DWWLW,WDLLL,10,4,0,0,0,0,0,0,1,0,0.9,-0.4,0.9,0.3,-17,1.19,7.5,17,1.2,6.5,15,1.2,6.5,17,1.2,7,15,#N/A
5642,12/2017,12/2017,Huddersfield,Stoke City,12/2017 Huddersfield Stoke City,1,1,NH,17,22,31,40,1.1,0.95,D,W,L,W,L,W,L,L,L,W,18,12,20,DWLWL,WLLLW,7,6,0,0,0,0,0,0,0,0,-0.7,-0.9,0.15,0.05,6,2.5,3.2,3.2,2.4,3.3,2.95,2.45,3.1,3,2.5,3.1,3.1,#N/A
5643,12/2017,12/2017,Liverpool,Swansea City,12/2017 Liverpool Swansea City,5,0,H,41,11,23,26,1.75,0.65,D,W,D,D,W,D,L,L,W,L,4,15,20,DWDDW,DLLWL,9,4,0,0,0,0,0,0,0,0,0.9,-0.75,1.1,0.25,-11,1.16,9,19,1.2,6.5,15,1.14,8,21,1.17,8,17,#N/A
5644,12/2017,12/2017,Manchester United,Burnley,12/2017 Manchester United Burnley,2,2,NH,41,16,14,15,2.1,1.6,D,W,W,L,W,L,D,W,W,L,6,16,20,DWWLW,LDWWL,10,7,0,0,0,0,0,0,0,0,1.35,0.05,0.5,0.15,-10,1.25,6.5,15,1.25,6,11,1.22,5.75,15,1.25,6,13,#N/A
5645,12/2017,12/2017,Tottenham Hotspur,Southampton,12/2017 Tottenham Hotspur Southampton,5,2,H,34,18,18,25,1.7,0.95,W,L,W,W,D,D,L,L,D,D,2,8,20,WLWWD,DLLDD,10,3,0,0,0,0,0,0,0,0,0.8,-0.35,0.75,0.35,-6,1.36,5.25,10,1.4,4.8,7.5,1.36,4.8,9,1.33,5,11,#N/A
5646,12/2017,12/2017,Watford,Leicester City,12/2017 Watford Leicester City,2,1,H,27,29,34,28,1.1,1.35,L,L,L,L,D,D,L,W,W,W,17,13,20,LLLLD,DLWWW,1,10,0,0,0,0,1,0,0,0,-0.35,0.05,-0.25,-0.45,4,2.54,3.5,2.87,2.5,3.3,2.85,2.5,3.4,2.7,2.5,3.4,2.88,#N/A
5647,12/2017,12/2017,West Brom,Everton,12/2017 West Brom Everton,0,0,NH,14,24,27,30,0.7,1.3,L,L,D,L,D,D,W,W,D,W,10,7,20,LLDLD,DWWDW,2,11,0,0,0,0,0,0,0,0,-0.65,-0.3,-0.6,-0.45,3,2.54,3.2,3.1,2.6,3.25,2.75,2.4,3,3.1,2.5,3.2,3,#N/A
5648,12/2017,12/2017,Newcastle United,Manchester City,12/2017 Newcastle United Manchester City,0,1,NH,19,60,29,12,0.9,2.75,W,L,L,L,L,W,W,W,W,W,18,3,20,WLLLL,WWWWW,3,15,0,0,1,0,1,1,0,0,-0.5,2.4,-1.85,-0.6,15,13,6.75,1.25,8.5,6,1.3,13,6.5,1.22,13,6,1.25,#N/A
5649,12/2017,12/2017,Crystal Palace,Arsenal,12/2017 Crystal Palace Arsenal,2,3,NH,16,34,29,23,0.9,1.7,D,W,W,D,D,D,W,D,D,L,14,5,20,DWWDD,DWDDL,9,6,0,0,0,0,0,0,0,0,-0.65,0.55,-0.8,0.15,9,4.5,4,1.8,4.8,3.6,1.75,4.25,3.8,1.75,4.8,3.8,1.75,#N/A
5650,12/2017,12/2017,Bournemouth,Everton,12/2017 Bournemouth Everton,2,1,H,18,24,31,30,0.8095238095,1.285714286,D,L,L,L,D,D,D,W,W,D,9,7,21,DLLLD,DDWWD,2,9,0,0,0,0,0,0,0,0,-0.619047619,-0.2857142857,-0.4761904762,-0.3333333333,2,2.37,3.29,3.29,2.45,3.3,2.9,2.3,3.2,3.2,2.4,3.2,3,"Eddie Howe will hope Bournemouth can build on Callum Wilson’s controversial late equaliser on Boxing Day against Everton, unbeaten since their last trip to the south coast – a harrowing 4-1 defeat at Southampton prior to Sam Allardyce’s appointment as manager. A Bournemouth team with severe injury problems have not tasted victory since November while Everton are looking for a first win in three before facing Manchester United and Liverpool next week. Ben Fisher"
5651,12/2017,12/2017,Chelsea,Stoke City,12/2017 Chelsea Stoke City,5,0,H,34,23,14,41,2,0.9523809524,W,D,W,W,L,D,W,L,L,L,1,12,21,WDWWL,DWLLL,10,4,0,0,0,0,0,0,1,0,0.9523809524,-0.8571428571,1.047619048,0.2857142857,-11,1.16,8.5,19,1.22,6.5,13,1.17,7,17,1.17,7,17,"Stoke City, with a solitary away win to their name all season, travel to Stamford Bridge severely depleted defensively in the absence of Kurt Zouma, Ryan Shawcross and Bruno Martins Indi. The Premier League champions are 16 points behind Manchester City and their domestic season is now a sprint towards Champions League qualification. Antonio Conte’s slightly rejigged team are seeking a 10th win in 13 matches and an eighth in succession at home. Momentum must be maintained before next week’s visit to Arsenal. Dominic Fifield"
5652,12/2017,12/2017,Huddersfield,Burnley,12/2017 Huddersfield Burnley,0,0,NH,18,18,32,17,1.095238095,1.571428571,D,D,W,L,W,D,L,D,W,W,18,16,21,DDWLW,DLDWW,8,8,0,0,0,0,0,0,0,0,-0.6666666667,0.04761904762,-0.4761904762,0,2,2.37,3.1,3.5,2.6,3.1,2.9,2.3,2.9,3.4,2.38,2.9,3.4,#N/A
5653,12/2017,12/2017,Liverpool,Leicester City,12/2017 Liverpool Leicester City,2,1,H,46,30,23,30,1.80952381,1.285714286,W,D,W,D,D,L,D,L,W,W,4,13,21,WDWDD,LDLWW,9,7,0,0,0,0,0,0,0,0,1.095238095,0,0.5238095238,0.09523809524,-9,1.3,6,11,1.35,5.3,8,1.3,5.5,9.5,1.3,5.5,9,"The world’s most expensive defender, Virgil van Dijk, is expected to observe proceedings from the directors’ box at Anfield before officially completing his £75m transfer from Southampton on Monday. While all eyes strain for a sight of Liverpool’s statement of intent, however, Jürgen Klopp’s focus will be on breaking a barren run against Claude Puel. The Leicester City manager was unbeaten in four meetings with Liverpool while at Southampton last season and will be seeking defensive improvement after four games without a win. Andy Hunter"
5654,12/2017,12/2017,Manchester United,Southampton,12/2017 Manchester United Southampton,0,0,NH,43,20,16,30,2.047619048,0.9047619048,D,D,W,W,L,L,D,L,L,D,6,8,21,DDWWL,LDLLD,8,2,0,0,0,0,0,0,0,0,1.285714286,-0.4761904762,1.142857143,0.2857142857,-2,1.36,5.5,9,1.4,4.8,7.5,1.36,4.75,9,1.36,4.8,8,"Whatever José Mourinho says about not having enough money – a £261m spend, anyone? – the bottom line is Manchester United are 15 points behind rivals Manchester City after 20 games. It means the title is all but over and so the manager’s job is to ensure United finish second. At the moment they are a point ahead of Chelsea so victory over Southampton is essential. Jamie Jackson"
5655,12/2017,12/2017,Newcastle United,Brighton,12/2017 Newcastle United Brighton,0,0,NH,19,15,30,25,0.8571428571,1,L,W,L,L,L,L,W,D,L,L,18,18,21,LWLLL,LWDLL,3,4,0,0,1,0,0,0,0,0,-0.5238095238,-0.4761904762,-0.1428571429,-0.04761904762,0,2.14,3.2,4,2.2,3.35,3.3,2.1,3.1,3.8,2.15,3.2,3.6,"Last season’s Championship top two have enjoyed similar fortunes in the Premier League, with both starting well before fading and then steadying themselves with a victory just before Christmas. Newcastle, only one point above the bottom three at the start of the weekend, will climb above Brighton if they repeat their 2-0 victory from the last time they faced Chris Hughton’s side at St James’ Park. Rich Flower"
5656,12/2017,12/2017,Watford,Swansea City,12/2017 Watford Swansea City,1,2,NH,29,11,35,31,1.19047619,0.619047619,W,L,L,L,L,L,D,L,L,W,17,15,21,WLLLL,LDLLW,3,4,0,0,1,0,0,0,0,0,-0.2857142857,-0.9523809524,0.5714285714,-0.04761904762,2,1.66,3.79,6,1.75,3.6,4.8,1.67,3.6,5.25,1.7,3.6,5,Carlos Carvalhal takes charge of his first game as the Swansea City manager with the huge task of avoiding relegation on his hands. Lightning will need to strike twice for Swansea as they were bottom at this stage of the season last year. Watford arrested their terrible run last time out and Marco Silva will want to build on that 2-1 Boxing Day home win against Leicester City on Saturday. Graham Searles
5657,12/2017,12/2017,Crystal Palace,Manchester City,12/2017 Crystal Palace Manchester City,0,0,NH,18,61,32,12,0.8571428571,2.761904762,L,D,W,W,D,W,W,W,W,W,14,3,21,LDWWD,WWWWW,8,15,0,0,0,0,1,1,0,0,-0.6666666667,2.333333333,-1.904761905,-0.3333333333,11,11,6.5,1.28,9.5,5.5,1.3,11,5.8,1.25,11,6,1.25,"It is hard to predict anything other than Manchester City celebrating a 19th consecutive victory. The runaway leaders have won six of their past seven games at Selhurst Park in all competitions and will confront a depleted Crystal Palace side with Roy Hodgson sure to rest players before Tuesday’s trip to Southampton. Quite why that fixture could not have been moved back a day remains a mystery, but bBe braced for Hodgson’s pragmatism to prompt another round of knee-jerk accusations that the Premier League is becoming increasingly uncompetitive. Dominic Fifield"
5658,12/2017,12/2017,West Brom,Arsenal,12/2017 West Brom Arsenal,1,1,NH,14,37,27,25,0.7142857143,1.761904762,D,L,L,D,L,W,D,W,D,D,10,5,21,DLLDL,WDWDD,2,9,0,0,0,0,0,0,0,0,-0.619047619,0.5714285714,-1.047619048,-0.3333333333,5,5,4,1.72,4.8,3.6,1.75,4.75,3.75,1.7,4.5,3.75,1.73,"West Brom know how to beat Arsenal. Fire as many balls into the box as often as possible from wide areas, set pieces, goal kicks and throw-ins. Why not even punt it in from kick-off? Arsène Wenger’s lamentable defence has no answer for such tactics at present and concede more than two goals on average in the league when they are breached. Fortunately Wenger still has Mesut Özil and Alexis Sánchez to bail him out of trouble. Graham Searles"
5659,01/2018,01/2018,Brighton,Bournemouth,01/2018 Brighton Bournemouth,2,2,NH,15,18,25,31,1,0.8095238095,L,W,D,L,L,D,L,L,L,D,18,9,21,LWDLL,DLLLD,4,2,0,0,0,0,0,0,0,0,-0.4761904762,-0.619047619,0.1904761905,0.09523809524,9,2.37,3.2,3.39,2.3,3.15,3.3,2.35,3,3.25,2.4,3.1,3.3,#N/A
5660,01/2018,01/2018,Burnley,Liverpool,01/2018 Burnley Liverpool,1,2,NH,18,48,17,24,1.545454545,1.863636364,D,D,L,D,W,W,W,D,W,D,16,4,22,DDLDW,WWDWD,6,11,0,0,0,0,0,0,0,0,0.04545454545,1.090909091,-0.3181818182,-0.2272727273,12,7.5,4.5,1.5,6.2,4,1.55,6.5,4.2,1.5,7,4.33,1.5,#N/A
5661,01/2018,01/2018,Everton,Manchester United,01/2018 Everton Manchester United,0,2,NH,25,43,32,16,1.227272727,2,L,D,D,W,W,D,D,D,W,W,7,6,22,LDDWW,DDDWW,8,9,0,0,0,0,0,0,0,0,-0.3181818182,1.227272727,-0.7727272727,-0.04545454545,1,5.5,3.5,1.8,4.4,3.7,1.8,5,3.4,1.75,5.5,3.4,1.75,#N/A
5662,01/2018,01/2018,Leicester City,Huddersfield,01/2018 Leicester City Huddersfield,3,0,H,31,18,32,32,1.227272727,1.090909091,L,L,D,L,W,D,D,D,W,L,13,18,22,LLDLW,DDDWL,4,6,0,0,0,0,0,0,0,0,-0.04545454545,-0.6363636364,0.1363636364,-0.09090909091,-5,1.66,3.79,6,1.7,3.9,4.8,1.61,3.7,5.5,1.67,3.75,5.5,#N/A
5663,01/2018,01/2018,Stoke City,Newcastle United,01/2018 Stoke City Newcastle United,0,1,NH,23,19,46,30,0.9090909091,0.8636363636,L,D,W,L,L,D,L,W,L,L,12,18,22,LDWLL,DLWLL,4,4,0,0,0,0,0,0,0,0,-1.045454545,-0.5,0.04545454545,0,-6,2.29,3.29,3.5,2.2,3.35,3.3,2.3,3.2,3.2,2.3,3.2,3.4,#N/A
5664,01/2018,01/2018,Manchester City,Watford,01/2018 Manchester City Watford,3,1,H,61,30,12,37,2.681818182,1.136363636,D,W,W,W,W,L,W,L,L,L,3,17,22,DWWWW,LWLLL,13,3,1,0,0,0,0,0,1,0,2.227272727,-0.3181818182,1.545454545,0.4545454545,-14,1.12,8.5,19,1.12,9,20,1.17,7.5,19,1.15,8,19,#N/A
5665,01/2018,01/2018,Southampton,Crystal Palace,01/2018 Southampton Crystal Palace,1,2,NH,20,18,30,32,0.9090909091,0.8636363636,D,L,D,L,L,D,L,D,W,W,8,14,22,DLDLL,DLDWW,2,8,0,0,0,0,0,0,0,0,-0.4545454545,-0.6363636364,0.04545454545,-0.2727272727,-6,1.9,3.39,4,2.1,3.4,3.5,1.91,3.4,4.2,1.95,3.4,4.2,#N/A
5666,01/2018,01/2018,Swansea City,Tottenham Hotspur,01/2018 Swansea City Tottenham Hotspur,0,2,NH,13,41,32,20,0.7272727273,1.818181818,W,L,D,L,L,W,W,W,L,W,15,2,22,WLDLL,WWWLW,4,12,0,0,0,0,0,0,0,0,-0.8636363636,0.9545454545,-1.090909091,-0.3636363636,13,12,4.75,1.3,8.7,5.3,1.33,10,4.8,1.33,11,5.5,1.3,#N/A
5667,01/2018,01/2018,West Ham United,West Brom,01/2018 West Ham United West Brom,2,1,H,24,15,39,28,0.9545454545,0.7272727273,W,D,L,W,D,D,D,L,L,D,11,10,22,WDLWD,DDLLD,8,3,0,0,0,0,0,0,0,0,-0.6818181818,-0.5909090909,0.2272727273,0.2272727273,1,1.9,3.39,4.09,2.1,3.4,3.5,1.91,3.2,4.33,1.95,3.3,4.33,#N/A
5668,01/2018,01/2018,Arsenal,Chelsea,01/2018 Arsenal Chelsea,2,2,NH,38,39,26,14,1.727272727,2.045454545,D,W,D,W,D,W,W,D,W,W,5,1,22,DWDWD,WWDWW,9,13,0,0,0,0,0,0,0,0,0.5454545455,1.136363636,-0.3181818182,-0.1818181818,4,2.6,3.39,2.6,2.6,3.3,2.75,2.62,3.5,2.5,2.7,3.3,2.7,#N/A
5669,01/2018,01/2018,Tottenham Hotspur,West Ham United,01/2018 Tottenham Hotspur West Ham United,1,1,NH,41,24,20,39,1.818181818,0.9545454545,W,W,W,L,W,W,D,L,W,D,2,11,22,WWWLW,WDLWD,12,8,0,0,0,0,0,0,0,0,0.9545454545,-0.6818181818,0.8636363636,0.1818181818,-9,1.25,6,10,1.35,5.3,8,1.28,5.5,11,1.29,6,10,#N/A
5670,01/2018,01/2018,Chelsea,Leicester City,01/2018 Chelsea Leicester City,0,0,NH,41,34,16,32,2,1.304347826,D,W,W,D,W,W,L,L,D,L,1,13,23,DWWDW,WLLDL,11,4,0,0,0,0,0,0,0,0,1.086956522,0.08695652174,0.6956521739,0.3043478261,-12,1.3,5.75,12,1.33,5.5,8.5,1.28,5.5,11,1.3,5.5,11,"It looks like N’Golo Kanté will not be getting a third successive Premier League winner’s medal this May, but the Frenchman remains vital to the reigning champions Chelsea and very much missed by their predecessors, Leicester. Claude Puel has revitalised the Foxes and in particular Jamie Vardy, who will look to exploit a Chelsea defence feeling the strain of being in four competitions. Paul Chronnell"
5671,01/2018,01/2018,Crystal Palace,Burnley,01/2018 Crystal Palace Burnley,1,0,H,20,19,33,19,0.9565217391,1.47826087,W,D,L,D,W,L,D,D,L,D,14,16,23,WDLDW,LDDLD,8,3,0,0,0,0,0,0,0,0,-0.5652173913,0,-0.5217391304,0.2173913043,-2,2,3.29,4.5,2,3.3,4,2,3.2,4,2.05,3.1,4.33,"Roy Hodgson must be wondering what he has done to deserve such rotten luck. Despite transforming Crystal Place’s fortunes since his arrival in September, the former England manager is now confronted with a mounting injury list that has left his squad looking extremely threadbare. Jeffrey Schlupp and Andros Townsend are the latest to miss out, while Burnley counterpart Sean Dyche must make do without top scorer Chris Wood as his side return to London having already beaten Chelsea and drawn with Tottenham in this campaign. Ed Aarons"
5672,01/2018,01/2018,Huddersfield,West Ham United,01/2018 Huddersfield West Ham United,1,4,NH,18,25,35,40,1.043478261,0.9565217391,L,D,D,D,W,D,W,D,L,W,18,11,23,LDDDW,DWDLW,6,8,0,0,0,0,0,0,0,0,-0.7391304348,-0.652173913,0.08695652174,-0.08695652174,7,2.62,3.1,3.1,2.6,3.25,2.75,2.6,3,2.87,2.7,3,3,#N/A
