	Unnamed: 0	Date	HomeTeam	AwayTeam	FTHG	FTAG	FTR	HTGS	ATGS	HTGC	ATGC	HTP	ATP	HM1	HM2	HM3	HM4	HM5	AM1	AM2	AM3	AM4	AM5	HomeTeamLP	AwayTeamLP	MW	HTFormPtsStr	ATFormPtsStr	HTFormPts	ATFormPts	HTWinStreak3	HTWinStreak5	HTLossStreak3	HTLossStreak5	ATWinStreak3	ATWinStreak5	ATLossStreak3	ATLossStreak5	HTGD	ATGD	DiffPts	DiffFormPts	DiffLP	B365H	B365D	B365A	OddsOutput	IWH	IWD	IWA	LBH	LBD	LBA	WHH	WHD	WHA	Commentary	Season
1065	1065	23/09/2017	Burnley	Huddersfield	0	0	NH	6	5	5	3	1.333333333	1.333333333	D	W	D	L	W	D	L	D	W	W	16	18	6	DWDLW	DLDWW	8	8	0	0	0	0	0	0	0	0	0.166666667	0.333333333	0.0	0.0	-2	2.15	3.25	3.9	HW	2.2	3.25	3.4	2.15	3.1	3.6	2.1	3.1	3.8	both these clubs would have been pleased to know at the start of the season that they would be involved in a top-half encounter in late september , with Huddersfield ' s fine start to the season putting them fractionally ahead of a Burnley side looking comfortable in the top flight . the home side will be looking to bounce back after their carabao cup exit to leeds united in midweek , as well as to re-establish fortress Burnley Burnley after picking up five of their eight points so far away from home . paul wilson	17/18
1066	1066	23/09/2017	Everton	Bournemouth	2	1	H	2	3	10	9	0.666666667	0.5	L	L	L	D	W	W	L	L	L	L	7	9	6	LLLDW	WLLLL	4	3	0	0	0	0	0	0	1	0	-1.333333333	-1.0	0.166666667	0.166666667	-2	1.65	4.0	5.75	HW	1.65	3.8	5.3	1.67	3.75	5.2	1.67	3.6	5.5	back-to-back wins over brighton will have lifted Bournemouth ' s mood before their visit to merseyside and ronald koeman urgently needs the same following a desperate run of form that has left Everton third from bottom . a more youthful , balanced Everton side ended a run of four defeats with victory over sunderland in the carabao cup in midweek but koeman is likely to ring the changes again , having viewed last sunday ' s 4-0 defeat at manchester united as a step forward . andy hunter	17/18
1067	1067	23/09/2017	Leicester City	Liverpool	2	3	NH	7	9	9	9	0.666666667	1.333333333	D	L	L	W	L	D	L	W	W	D	13	4	6	DLLWL	DLWWD	4	8	0	0	0	0	0	0	0	0	-0.333333333	0.0	-0.666666667	-0.666666667	9	4.1	3.9	1.91	HL	3.8	3.4	2.0	4.0	3.7	1.85	4.0	3.5	1.91	Liverpool visit Leicester City city for the second time this week , after losing 2-0 in the carabao cup , and jurgen Liverpool has the task of arresting a poor run of two draws and two defeats with 10 goals conceded in all competitions . craig shakespeare is likely plotting a classic counter-attacking display from his side , to prey on their opponents frailties , and to record a third successive win against Liverpool for the first time since 1963 . graham searles	17/18
1068	1068	23/09/2017	Manchester City	Crystal Palace	5	0	H	16	0	2	8	2.166666667	0.0	W	W	W	D	W	L	L	L	L	L	3	14	6	WWWDW	LLLLL	13	0	0	0	0	0	0	0	1	1	2.333333333	-1.333333333	2.166666667	2.166666667	-11	1.14	10.0	21.0	HW	1.15	7.5	18.0	1.13	8.5	21.0	1.14	7.5	21.0	Manchester City Manchester City will surely not falter against a Crystal Palace Crystal Palace side already on their second manager of the season - roy Crystal Palace - and who have lost all five league matches scoring no goals . Manchester City are joint-top on 13 points and have a goal difference of 14 , so expectations of a romp at the Manchester City stadium by Manchester City Manchester City ' s team are realistic . jamie jackson	17/18
1069	1069	23/09/2017	Southampton	Manchester United	0	1	NH	4	16	4	2	1.333333333	2.166666667	W	L	D	W	D	W	D	W	W	W	8	6	6	WLDWD	WDWWW	8	13	0	0	0	0	1	0	0	0	0.0	2.333333333	-0.833333333	-0.833333333	2	5.5	3.8	1.73	HL	4.8	3.6	1.75	4.8	3.5	1.73	5.0	3.6	1.73	mauricio pellegrino is up for the challenge of reining in Manchester United Manchester United and may opt to start virgil Southampton Southampton in central defence , while striker charlie Southampton is available after a knock . captain steven Southampton has called on Southampton fans to get behind them at a venue where Manchester United have won nine times in 12 visits . the trip to st. mary ' s is the first of six away games for Manchester United in the next month , and jose Manchester United may seek to rotate his attacking options before the trip to cska moscow , with anthony Manchester United in form . niall mcveigh	17/18
1070	1070	23/09/2017	Stoke City	Chelsea	0	4	NH	5	8	6	5	0.833333333	1.666666667	L	D	D	W	L	D	W	W	W	L	12	1	6	LDDWL	DWWWL	5	10	0	0	0	0	0	0	0	0	-0.166666667	0.5	-0.833333333	-0.833333333	11	6.0	4.1	1.62	HL	5.7	3.9	1.6	5.5	3.9	1.6	6.0	3.6	1.62	"Stoke City take on the champions after a loss at bristol city which mark hughes described as their worst of the season and with only one centre-back available . Chelsea will be without Chelsea Chelsea , their fourth sending off this season . "" maybe they haven ' t quite got the dark arts right on spec at the moment . but i don ' t see them as a team with a discipline problem , "" said hughes . mark tallentire"	17/18
1071	1071	23/09/2017	Swansea City	Watford	1	2	NH	2	7	5	9	0.833333333	1.333333333	D	L	W	L	D	L	W	D	W	D	15	17	6	DLWLD	LWDWD	5	8	0	0	0	0	0	0	0	0	-0.5	-0.333333333	-0.5	-0.5	-2	2.4	3.3	3.25	HW	2.2	3.35	3.3	2.3	3.2	3.1	2.3	3.2	3.2	contrasting results for these clubs last weekend , Swansea City picked up a point at wembley and Watford were hammered 6-0 at home by manchester city . marco silva ' s side , however , have won both of their away games this season while Swansea City are pointless and goalless at home . paul clement could decide to give wilfried bony his first start since returning and Swansea City Swansea City is also pushing for a starting place . Watford , meanwhile , are still without sebastian prodl and younes Watford , both of whom are injured , and the suspended miguel Watford . stuart Swansea City	17/18
1072	1072	23/09/2017	West Ham United	Tottenham Hotspur	2	3	NH	4	7	10	3	0.666666667	1.333333333	D	W	L	L	L	D	W	D	L	W	11	2	6	DWLLL	DWDLW	4	8	0	0	1	0	0	0	0	0	-1.0	0.666666667	-0.666666667	-0.666666667	9	6.0	4.33	1.6	HL	4.9	3.8	1.7	5.5	4.0	1.57	5.5	4.0	1.6	West Ham United West Ham United united ended Tottenham Hotspur Tottenham Hotspur ' s title challenge last season , manuel West Ham United scoring the only goal on a boisterous friday night at the london stadium . but West Ham United ' s unavailability boosts Tottenham Hotspur ' s chances of revenge . while West Ham United West Ham United have kept three consecutive clean sheets , mauricio Tottenham Hotspur ' s side have won their first two away games without conceding a goal . jacob steinberg	17/18
1073	1073	24/09/2017	Brighton	Newcastle United	1	0	H	4	6	7	4	0.666666667	1.5	L	W	D	L	L	W	W	W	L	L	18	18	6	LWDLL	WWWLL	4	9	0	0	0	0	0	0	0	0	-0.5	0.333333333	-0.833333333	-0.833333333	0	2.8	3.1	2.9	HW	2.65	3.3	2.65	2.65	3.0	2.8	2.7	3.1	2.7	the two automatically-promoted sides play at the amex stadium with Newcastle United , who have won three in a row , are five points ahead of a home side that lost from a leading position at bournemouth last time out . has their impressive form merely masked rafael Newcastle United ' s transfer window frustrations or is something significant gathering speed ? their former manager , chris Brighton , will put that to the test and Brighton will need to beknow his side need to be as Newcastle United as they were in their last home game , when pascal gross inspired them to a 3-1 win over west brom . nick ames	17/18
1074	1074	25/09/2017	Arsenal	West Brom	2	0	H	7	4	8	4	1.166666667	1.333333333	D	W	L	L	W	D	L	D	W	W	5	10	6	DWLLW	DLDWW	7	8	0	0	0	0	0	0	0	0	-0.166666667	0.0	-0.166666667	-0.166666667	-5	1.33	5.5	11.0	HW	1.33	5.3	8.7	1.33	5.0	9.5	1.33	5.0	9.0	"arsene Arsenal said it all with one of those half-suppressed smirks . "" West Brom West Brom has a way to deal with everybody , "" he said and by that , he meant tony pulis has a way to deal with everybody . Arsenal vs pulis is the ultimate clash of styles and how Arsenal has suffered in away matches against his rival . the Arsenal story is different . Arsenal ' s record there against pulis teams reads : played 10 , won 10 . david hytner"	17/18
1075	1075	30/09/2017	Bournemouth	Leicester City	0	0	NH	4	9	11	12	0.428571429	0.571428571	L	W	L	L	L	L	D	L	L	W	9	13	7	LWLLL	LDLLW	3	4	0	0	1	0	0	0	0	0	-1.0	-0.428571429	-0.142857143	-0.142857143	-4	2.8	3.25	2.5	HL	2.65	3.3	2.65	2.75	3.4	2.5	2.75	3.4	2.5	both managers have called for patience before a meeting between two of the league ' s bottom four . eddie Bournemouth will be without harry Bournemouth and tyrone Bournemouth , but callum Bournemouth has returned to training after a second serious knee injury . like Bournemouth , craig shakespeare can point to respectable performances in tricky fixtures so far , but Leicester City will fall into the relegation zone with defeat on the south coast . jamie Leicester City is set to be available despite a hip problem , having scored three goals in six appearances against Bournemouth . niall mcveigh	17/18
1076	1076	30/09/2017	Chelsea	Manchester City	0	1	NH	12	21	5	2	1.857142857	2.285714286	W	D	W	W	W	W	W	W	W	D	1	3	7	WDWWW	WWWWD	13	13	1	0	0	0	0	0	0	0	1.0	2.714285714	-0.428571429	0.0	-2	2.75	3.3	2.5	HL	2.65	3.3	2.65	2.75	3.4	2.45	2.8	3.3	2.5	Chelsea ' s complaints about a lack of recovery time after wednesday ' s eye-catching success at atletico madrid have been overshadowed somewhat by the untimely loss to injury of benjamin Manchester City and sergio aguero for Manchester City Manchester City . yet the visitors will still arrive at Chelsea Chelsea brimming with attacking intent , and antonio Chelsea ' s side , rejigged or not , will need to rescale the heights of their display at the wanda metropolitano to check the leaders ' progress . the suspicion is this could actually end up as fascinating a duel between Chelsea and Manchester City Manchester City as the players out on the field . dominic fifield	17/18
1077	1077	30/09/2017	Manchester United	Crystal Palace	4	0	H	17	0	2	13	2.285714286	0.0	W	W	D	W	W	L	L	L	L	L	6	14	7	WWDWW	LLLLL	13	0	0	0	0	0	0	0	1	1	2.142857143	-1.857142857	2.285714286	1.857142857	-8	1.17	7.0	15.0	HW	1.17	7.5	15.0	1.17	7.0	21.0	1.17	7.0	17.0	Manchester United Manchester United ' s season could not have started much better and Crystal Palace Crystal Palace ' s much worse . Manchester United are fresh from wednesday ' s emphatic 4-1 over cska moscow and are second in thepremier l eague only on goal difference , while Crystal Palace still search for a first goal and first point after suffering a 5-0 hammering at Manchester United city last saturday . there should , surely , be only one result . jamie jackson	17/18
1078	1078	30/09/2017	Stoke City	Southampton	2	1	H	5	4	10	5	0.714285714	1.142857143	L	L	D	D	W	L	W	L	D	W	12	8	7	LLDDW	LWLDW	5	7	0	0	0	0	0	0	0	0	-0.714285714	-0.142857143	-0.428571429	-0.285714286	4	2.88	3.2	2.45	HL	2.7	3.15	2.7	3.0	3.1	2.45	2.9	3.2	2.5	Stoke City city are still severely depleted in defence , with only kurt Stoke City at full fitness , and will likely struggle as they did last week against chelsea . mark Southampton does have hope in Southampton ' s inability to score with any frequency but his crisis may be the jolt mauricio pellegrino ' s attackers need to spark them into life . if Stoke City do lose again they risk falling into the relegation zone . graham searles	17/18
1079	1079	30/09/2017	West Brom	Watford	2	2	NH	4	9	6	10	1.142857143	1.571428571	L	D	L	D	W	W	L	W	D	W	10	17	7	LDLDW	WLWDW	5	10	0	0	0	0	0	0	0	0	-0.285714286	-0.142857143	-0.428571429	-0.714285714	-7	2.15	3.2	3.5	HW	2.25	3.35	3.2	2.25	3.0	3.5	2.25	3.1	3.4	after a strong start to the season tony pulis ' s predictable score and shut-up-shop tactics are failing West Brom West Brom . in all competitions they have scored more than one goal once in eight attempts and that was against accrington stanley . pulis was adamant his side deserved more at arsenal but the welshman ' s protestations mask his side ' s lack of creativity . Watford have no such problem and will be confident they can maintain their impeccable away form , that has yielded nine points from nine , despite missing nathaniel Watford , who requires knee surgery after fracturing a patella . graham searles	17/18
1080	1080	30/09/2017	West Ham United	Swansea City	1	0	H	6	3	13	7	0.571428571	0.714285714	L	D	W	L	L	L	D	L	W	L	11	15	7	LDWLL	LDLWL	4	4	0	0	0	0	0	0	0	0	-1.0	-0.571428571	-0.142857143	0.0	-4	1.8	3.5	4.5	HW	1.9	3.5	4.1	1.85	3.4	4.25	1.83	3.5	4.33	slaven bilic finds himself under far more pressure than paul clement even though West Ham United West Ham United only lie a point below Swansea City . bilic desperately needs a win after last week ' s defeat to tottenham and it is likely to be a tense afternoon at the london stadium . Swansea City have lacked a goal threat this season , but they held spurs and have been tough to break down away from home . jacob steinberg	17/18
1081	1081	01/10/2017	Everton	Burnley	0	1	NH	4	6	11	5	1.0	1.285714286	W	L	L	L	D	D	D	W	D	L	7	16	7	WLLLD	DDWDL	4	6	0	0	0	0	0	0	0	0	-1.0	0.142857143	-0.285714286	-0.285714286	-9	1.67	3.6	5.75	HW	1.7	3.7	5.0	1.67	3.6	5.5	1.62	3.6	6.0	the home draw with apollon limassol drew the same criticisms for ronald koeman that have been around all season and which last saturday were masked by oumar Everton ' s late goals against bournemouth . thus , for most , the pacy ademola Everton and kevin mirrallas can not start soon enough . the defence is out of form too , and Burnley will fancy their chances . mark tallentire	17/18
1082	1082	14/10/2017	Burnley	West Ham United	1	1	NH	7	7	5	13	1.5	0.875	W	D	D	W	D	W	L	D	W	L	16	11	8	WDDWD	WLDWL	9	7	0	0	0	0	0	0	0	0	0.25	-0.75	0.625	0.25	5	2.75	3.25	2.8	HW	2.6	3.3	2.7	2.65	3.1	2.7	2.6	3.2	2.88	Burnley ' s best start to a top flight season since 1975 has been fuelled mostly by points gained away from home , surprising considering their meagre haul on their travels last season . sean Burnley will need to record his first premier league win over West Ham United West Ham United to restore Burnley Burnley to the fortress it once was , slaven bilic ' s side have won all four meetings in Burnley ' s last couple of seasons at the top level . paul wilson	17/18
1083	1083	14/10/2017	Crystal Palace	Chelsea	2	1	H	0	12	17	6	0.0	1.625	L	L	L	L	L	L	W	D	W	W	14	1	8	LLLLL	LWDWW	0	10	0	0	1	1	0	0	0	0	-2.125	0.75	-1.625	-1.25	13	9.0	5.0	1.4	HL	7.5	4.8	1.4	8.5	4.5	1.4	9.5	4.8	1.36	Chelsea ' s momentum had been checked impressively by manchester city just before the international break but this fixture should provide an opportunity to rediscover lost rhythm . even in the absence of alvaro Chelsea and n ' golo kante , they will travel south across the capital and confident Crystal Palace Crystal Palace , pointless and scoreless to date , can be overcome . the hosts must do without ruben Crystal Palace and christian Crystal Palace , but will at least be bolstered by the return of wilfried Crystal Palace and possibly julian Crystal Palace to their ranks . at some point they must revive . it may be too much to ask for the recovery to start against Chelsea . dominic fifield	17/18
1084	1084	14/10/2017	Liverpool	Manchester United	0	0	NH	13	21	12	2	1.5	2.375	D	W	D	L	W	W	W	W	D	W	4	6	8	DWDLW	WWWDW	8	13	0	0	0	0	0	0	0	0	0.125	2.375	-0.875	-0.625	-2	2.8	3.25	2.8	HW	2.65	3.3	2.65	2.62	3.3	2.62	2.75	3.2	2.75	jose Manchester United is well equipped to exploit Liverpool ' s weaknesses with the power , organisation and counter-attacking style of his joint league leaders but that would require a different strategy to what he successfully employed at Liverpool last season . marouane Manchester United and paul Manchester United are big misses for Manchester United Manchester United but sadio mane ' s absence will be felt by jurgen Liverpool , too . Liverpool ' s performances have not been as bad as recent results indicate but they Liverpool ill-afford to fall 10 points behind their arch rivals so early in the season . both sides have opportunity to deliver a statement of intent . andy hunter	17/18
1085	1085	14/10/2017	Manchester City	Stoke City	7	2	H	22	7	2	11	2.375	1.0	W	W	W	W	W	W	L	L	D	D	3	12	8	WWWWW	WLLDD	15	5	1	1	0	0	0	0	0	0	2.5	-0.5	1.375	1.25	-9	1.14	9.5	21.0	HW	1.17	7.5	15.0	1.13	8.5	15.0	1.14	8.5	21.0	Manchester City Manchester City resume with Stoke City aguero back in contention following the rib injury suffered in a car accident . factor in how Manchester City Manchester City ' s side beat chelsea without the striker and they could not be rolling any smoother . a caveat can always be found though : in last season ' s corresponding fixture Stoke City achieved a creditable 0-0 draw so mark hughes knows how to gain a result at the Manchester City . jamie jackson	17/18
1086	1086	14/10/2017	Tottenham Hotspur	Bournemouth	1	0	H	14	4	5	11	1.75	0.5	W	W	D	W	D	D	L	W	L	L	2	9	8	WWDWD	DLWLL	11	4	0	0	0	0	0	0	0	0	1.125	-0.875	1.25	0.875	-7	1.2	8.0	15.0	HW	1.25	6.0	11.0	1.2	6.5	15.0	1.2	7.5	13.0	it is a big week for Tottenham Hotspur Tottenham Hotspur , with the glamour champions league tie at real madrid on tuesday and a visit from liverpool next sunday but mauricio Tottenham Hotspur will not look beyond Bournemouth - and the chance to win at wembley in the league for the first time . eddie Bournemouth is not the type to park the bus , which is a good thing for Tottenham Hotspur . the Bournemouth manager maintains his team can play their way out of trouble . david hytner	17/18
1087	1087	14/10/2017	Watford	Arsenal	2	1	H	11	11	12	8	1.5	1.625	D	W	L	W	D	W	W	D	W	L	17	5	8	DWLWD	WWDWL	8	10	0	0	0	0	0	0	0	0	-0.125	0.375	-0.125	-0.25	12	5.25	4.33	1.65	HL	4.6	3.7	1.75	5.0	4.0	1.6	5.5	4.2	1.62	Watford and Arsenal are out of their comfort zones . marco silva ' s side have not won yet at home and arsene Arsenal ' s have not won away from the Arsenal . however , it is surely Arsenal that should be more confident , despite in all likelihood missing alexis sanchez , of breaking their duck after not conceding a league goal in september . petr Arsenal will need to be at his best to keep another clean sheet though as richarlison is going to be eager to continue impressing . graham searles	17/18
1088	1088	15/10/2017	Brighton	Everton	1	1	NH	5	4	9	12	0.875	0.875	L	W	L	W	D	L	W	L	L	L	18	7	8	LWLWD	LWLLL	7	3	0	0	0	0	0	0	1	0	-0.5	-1.0	0.0	0.5	11	3.25	3.3	2.4	HL	2.95	3.3	2.4	3.2	3.0	2.4	3.25	3.2	2.38	Brighton sense a chance to make headway over the next month with west ham united , southampton and swansea city their opponents after the visit of vulnerable Everton . then again international breaks can sometimes provide timely punctuation and ronald koeman will hope his team come out refreshed after taking stock of a deeply unimpressive and troubling september . the television audience in india , who are the beneficiaries of this game ' s switch to 1.30pm on sunday , will doubtless be hoping for a rousing contest too . Everton ' s travelling fans would be forgiven for focusing their attention on this latest demonstration of the premier league ' s priorities . nick ames	17/18
1089	1089	15/10/2017	Southampton	Newcastle United	2	2	NH	5	7	7	6	1.0	1.25	L	L	W	L	D	D	L	W	W	W	8	18	8	LLWLD	DLWWW	4	10	0	0	0	0	1	0	0	0	-0.25	0.125	-0.25	-0.75	-10	1.91	3.6	4.5	HW	1.8	3.6	4.5	1.83	3.4	4.5	1.85	3.6	4.5	mauricio pellegrino has endured an indifferent start at Southampton but begins a forgiving run of fixtures with the visit of Newcastle United and rafa Newcastle United , whom he worked under at liverpool and internazionale . pellegrino has no new injury concerns after the international break , with shane Southampton recovering from a hip problem . Newcastle United are boosted by the permanent signing of the midfielder Newcastle United Newcastle United while jonjo Newcastle United is available despite a finger injury . niall mcveigh	17/18
1090	1090	16/10/2017	Leicester City	West Brom	1	1	NH	9	6	12	8	0.625	1.125	D	L	D	L	L	D	L	D	L	D	13	10	8	DLDLL	DLDLD	2	3	0	0	0	0	0	0	0	0	-0.375	-0.25	-0.5	-0.125	3	2.05	3.4	4.2	HW	1.9	3.5	4.1	2.0	3.25	3.9	2.0	3.4	4.0	Leicester City have had a tricky start to the season in terms of fixtures but their ambitious owners would still have hoped for more than five points from seven matches . the combination of danny Leicester City ' s late departure and the embarrassing mix-up over the signing of adrien silva has left Leicester City light in midfield , yet other areas of the team are also not clicking . West Brom West Brom , in contrast , were quick out of the blocks , picking up seven points from their first three matches , but have failed to win since . stuart Leicester City	17/18
1091	1091	21/10/2017	Chelsea	Watford	4	2	H	13	13	8	13	1.444444444	1.666666667	L	L	W	D	W	W	D	W	L	W	1	17	9	LLWDW	WDWLW	7	10	0	0	0	0	0	0	0	0	0.555555556	0.0	-0.222222222	-0.333333333	-16	1.36	5.25	10.0	HW	1.35	5.3	8.0	1.36	4.8	9.0	1.36	5.0	9.0	Chelsea have dropped eight points at home this season , already two more than last season , and confront fourth-placed Watford with only one fully fit senior midfielder . antonio Chelsea ' s side are clearly struggling to adapt to the fixture clutter generated by the champions league . the visitors ' start will be fuelling their own european desires , with Watford having taken 10 points from four away games to date . this suddenly feels a distinctly awkward fixture for the defending champions . dominic fifield	17/18
1092	1092	21/10/2017	Manchester City	Burnley	3	0	H	29	8	4	6	2.444444444	1.444444444	W	W	W	W	W	D	W	D	D	W	3	16	9	WWWWW	DWDDW	15	9	1	1	0	0	0	0	0	0	2.777777778	0.222222222	1.0	0.666666667	-13	1.11	12.0	26.0	HW	1.15	7.5	18.0	1.1	11.0	26.0	1.11	9.0	26.0	Burnley are 30-1 to beat Manchester City Manchester City at the Manchester City stadium due to the premier league leaders dropping just two points , scoring 29 goals , and blitzing last week ' s visitors , stoke Manchester City , 7-2 . but sean Burnley is a shrewd manager and while a victory would be a surprise it would be no shock , given they have already won at stamford bridge and drawn at anfield this season . jamie jackson	17/18
1093	1093	21/10/2017	Newcastle United	Crystal Palace	1	0	H	9	2	8	18	1.222222222	0.333333333	D	D	L	W	W	W	L	L	L	L	18	14	9	DDLWW	WLLLL	8	3	0	0	0	0	0	0	1	0	0.111111111	-1.777777778	0.888888889	0.555555556	4	2.0	3.5	4.2	HW	1.9	3.5	4.1	1.95	3.3	4.0	2.05	3.1	4.2	"andros Crystal Palace may regard this as an audition for a potential january return to tyneside as he and his Crystal Palace team-mates try to reprise last week ' s long-awaited win against chelsea . Crystal Palace ' s old manager , rafael Newcastle United , may be more concerned by wilfried Crystal Palace as he aims to ensure Newcastle United bolster the feel-good factor engendered by much fevered take-over talk and collect three points themselves . roy Crystal Palace describes Crystal Palace as his "" talisman "" but Crystal Palace ' s challenge is to prove they are no one man team . louise taylor"	17/18
1094	1094	21/10/2017	Southampton	West Brom	1	0	H	7	7	9	9	1.0	1.111111111	D	L	L	W	L	D	D	L	D	L	8	10	9	DLLWL	DDLDL	4	3	0	0	0	0	0	0	0	0	-0.222222222	-0.222222222	-0.111111111	0.111111111	-2	1.85	3.39	5.25	HW	1.9	3.5	4.1	1.8	3.3	5.0	1.83	3.4	5.0	these two sides are sitting in mid-table but may feel under pressure by kick-off , when all but one of the teams below them will have played . Southampton have won only once at st mary ' s this season , while West Brom West Brom are winless in their past six league games . mauricio pellegrino will be looking for a repeat performance from the inconsistent manolo Southampton after his double against newcastle , while goalkeepers ben West Brom and boaz West Brom both face late fitness tests for the visitors . niall mcveigh	17/18
1095	1095	21/10/2017	Stoke City	Bournemouth	1	2	NH	9	4	18	12	0.888888889	0.444444444	L	W	L	L	D	L	D	L	W	L	12	9	9	LWLLD	LDLWL	4	4	0	0	0	0	0	0	0	0	-1.0	-0.888888889	0.444444444	0.0	3	2.14	3.5	3.6	HW	2.0	3.4	3.8	2.1	3.3	3.4	2.2	3.3	3.5	"mark hughes believes that Stoke City are doing "" slightly better "" than expected , after coming through a "" difficult period "" in which they played arsenal , chelsea and both manchester clubs . Bournemouth have lost six of their eight matches but , after a tough game last week at spurs , eddie Bournemouth will look to use tactics that kept harry kane and dele alli quiet to get a positive result against Stoke City . robin sargeson"	17/18
1096	1096	21/10/2017	Swansea City	Leicester City	1	2	NH	5	10	8	13	0.888888889	0.666666667	W	L	L	D	L	D	D	L	D	L	15	13	9	WLLDL	DDLDL	4	3	0	0	0	0	0	0	0	0	-0.333333333	-0.333333333	0.222222222	0.111111111	2	2.79	3.25	2.75	HL	2.4	3.3	2.95	2.8	3.2	2.55	2.9	3.1	2.62	with Leicester City city winless in six games , 18th in the league and without a manager this is a huge opportunity for Swansea City city to capitalise and record their third win of the season . in-form tammy Swansea City should relish going up against a Leicester City defence that has conceded nine in their barren run . it is likely to be an uphill struggle for Leicester City with the players reportedly unhappy about craig shakespeare ' s sacking . robin sargeson	17/18
1097	1097	22/10/2017	Everton	Arsenal	2	5	NH	5	12	13	10	0.888888889	1.444444444	D	L	W	L	L	L	W	W	D	W	7	5	9	DLWLL	LWWDW	4	10	0	0	0	0	0	0	0	0	-0.888888889	0.222222222	-0.555555556	-0.666666667	2	3.79	3.6	2.04	HL	3.8	3.4	2.0	3.6	3.5	2.0	4.0	3.3	2.05	beating Arsenal at home last season was a turning point for Everton , who went into that 2-1 victory on the back of one win in 11 matches . ronald koeman ' s side enter the corresponding fixture having won twice in 12 games and with their manager under intense pressure , though it is hard to envisage the repeat that koeman desperately needs when looking at the attacking options at his disposal . Arsenal require a reaction of their own having been bullied into submission yet again at watford last weekend . andy hunter	17/18
1098	1098	22/10/2017	Tottenham Hotspur	Liverpool	4	1	H	15	13	5	12	1.888888889	1.444444444	W	W	W	D	W	D	D	W	D	L	2	4	9	WWWDW	DDWDL	13	6	0	0	0	0	0	0	0	0	1.111111111	0.111111111	0.444444444	0.777777778	-2	2.25	3.5	3.39	HW	2.2	3.35	3.3	2.15	3.5	3.2	2.15	3.4	3.5	after last week ' s bore draw against manchester united it was important for Liverpool to get a good result in the champions league and they will look to carry this momentum forward against Tottenham Hotspur . mauricio Tottenham Hotspur is happy with Tottenham Hotspur ' s performances , as there were many positives from their draw with real madrid at the bernabeu . it will be tough for Liverpool to beat Tottenham Hotspur , who are undefeated in their past six games . robin sargeson	17/18
1099	1099	28/10/2017	Arsenal	Swansea City	2	1	H	17	6	12	10	1.6	0.8	W	L	W	W	D	L	W	L	L	D	5	15	10	WLWWD	LWLLD	10	4	0	0	0	0	0	0	0	0	0.5	-0.4	0.8	0.6	-10	1.25	7.0	12.0	HW	1.25	6.0	11.0	1.22	6.5	13.0	1.22	7.0	13.0	"Swansea City have developed the reputation as a tough nut to crack and it has not gone unnoticed at Arsenal that they have conceded only once on their premier league travels this season . arsene Arsenal knows that patience will be a virtue but he has demanded that his players show pace and positivity in order to preserve Arsenal ' s "" impeccable "" home record . after a few crashes away from home , he knows the margin for error is zero . david hytner"	17/18
1100	1100	28/10/2017	Bournemouth	Chelsea	0	1	NH	6	17	13	10	0.7	1.6	W	L	D	L	W	W	L	L	W	D	9	1	10	WLDLW	WLLWD	7	7	0	0	0	0	0	0	0	0	-0.7	0.7	-0.9	0.0	8	6.0	4.2	1.61	HL	5.7	3.9	1.6	5.0	4.0	1.61	5.5	4.2	1.62	antonio Chelsea will be thankful richarlison ' s profligacy let Chelsea avoid a catastrophic third successive league defeat last week and the italian will demand improvement against Bournemouth . eddie Bournemouth is pleased by his side ' s upturn in form but even more will need to be squeezed from his players to avoid defeat . jermain Bournemouth ' s opportunity to score a 200th league goal could be the extra drop required . graham searles	17/18
1101	1101	28/10/2017	Crystal Palace	West Ham United	2	2	NH	2	8	19	17	0.3	0.8	L	W	L	L	L	L	D	W	L	D	14	11	10	LWLLL	LDWLD	3	5	0	0	1	0	0	0	0	0	-1.7	-0.9	-0.5	-0.2	3	2.39	3.29	3.29	HW	2.4	3.3	2.95	2.3	3.2	3.2	2.4	3.3	3.1	despite the struggles for both sides , there have been reasons for optimism recently . West Ham United West Ham United ' s dramatic comeback at wembley on wednesday lifted some pressure on slaven bilic while Crystal Palace Crystal Palace are back at Crystal Palace park for the first time since defeating champions chelsea . West Ham United West Ham United , as one of four sides still winless away , will be hoping their cup form translates to the league . jack mumford	17/18
1102	1102	28/10/2017	Manchester United	Tottenham Hotspur	1	0	H	22	19	4	6	2.0	2.0	L	D	W	W	W	W	W	W	W	D	6	2	10	LDWWW	WWWWD	10	13	1	0	0	0	0	0	0	0	1.8	1.3	0.0	-0.3	4	2.14	3.39	3.79	HW	2.2	3.35	3.3	2.15	3.2	3.5	2.15	3.4	3.6	the loss of harry Tottenham Hotspur is a blow for Tottenham Hotspur and a huge boost for Manchester United Manchester United . as Manchester United city are five points ahead of Manchester United and Tottenham Hotspur , second and third respectively , a draw is surely undesirable and given the loss of Tottenham Hotspur ' star striker the onus is on jose Manchester United ' s men to go for the win . considering Manchester United ' s use of cat-and-mouse tactics it remains to be seen if he will instruct his side to do so . jamie jackson	17/18
